Comment,Happy,Thankful,Hopeful ,Sad,Angry,Scared,Thanks/Praise God,Punishment from God,Angry at God,Let's Pray/Amen,Against Religion,Giving Info,Asking for Info,Thanks PAGASA,BOO Pagasa,Family/Relatives,Filipinos,Safety,Approving Science,Against Science,WOO Gov Efforts,BOO Gov Efforts,Name,Date (Dec 2014),Likes,Tagging,Against Other's Comments
,0,0,0,1,1,3,3,0,0,2,0,14,11,0,0,3,0,1,0,0,0,0,,,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emotion,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Religion,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Info,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Thanks PAGASA,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Family,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Safety,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Science,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Government,0,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/PAGASA.DOST.GOV.PH/photos/a.302759263167323.64041.302746419835274/718303941612851/?type=3&src=https%3A%2F%2Ffbcdn-sphotos-a-a.akamaihd.net%2Fhphotos-ak-xat1%2Ft31.0-8%2F10848636_718303941612851_1802400470687980474_o.jpg&smallsrc=https%3A%2F%2Ffbcdn-sphotos-a-a.akamaihd.net%2Fhphotos-ak-xaf1%2Fv%2Ft1.0-9%2F10565281_718303941612851_1802400470687980474_n.jpg%3Foh%3Dd226d683cf64d11b67a367d1ebff5808%26oe%3D55CF9F0F%26__gda__%3D1439806142_7129f72e84c79584f47e3a49b785d595&size=1089%2C781&fbid=718303941612851,,,,,,,,,,,,,,,,,,,,,,,,,,,
