Comment,Happy,Thankful,Hopeful ,Sad,Angry,Scared,Thanks/Praise God,Punishment from God,Angry at God,Let's Pray/Amen,Against Religion,Giving Info,Asking for Info,Thanks PAGASA,BOO Pagasa,Family/Relatives,Filipinos,Safety,Approving Science,Against Science,WOO Gov Efforts,BOO Gov Efforts,Name,Date (Dec 2014),Likes,Tagging,Against Other's Comments
"Jasun Steve Young Kunting katahimikan lang po parang narinig kona xa papalapit ng papalapit ihanda nyo ang sarili nyo kumapit kayo ng mahigpit naramdaman ko ang lakas ng aura nya!!December 4, 2014 at 3:56pm",,,,,,,1,,,,,,,,,,,,,,,,,"December 4, 2014 at 3:56pm",,,
"King Nonoy Isama rin kita sa prayers koDecember 4, 2014 at 5:17pm",,,,,,,,,,1,,,,,,,,,,,,,,"December 4, 2014 at 5:17pm",,,
"Prince Corpuz Dakis Ang sabihin mo prayer without action is useless..God will guide and help us!!!!December 4, 2014 at 6:06pm",,,,,,,,,,,,1,,,,,,,,,,,,"!December 4, 2014 at 6:06pm",,,
"Maria Fatima Parrilla I am a Yolanda survivor and I did not do anything during the typhoon, i just prayed hard that almost cried my heart out. Yet, it saved me and my family. I know you've got the point of being alert and all but don't you ever under estimate the power of prayers! If you're not religious, just respect the others that is praying for their safety!5 · December 4, 2014 at 6:35pm",,,,,,,1,,,,,,,,,,,,,,,,,"December 4, 2014 at 6:35pm",5,,
"Jojo Cui bobo yang rex na yn. walang dios yan..1 · December 6, 2014 at 6:57am",,,,,1,,,,,,,,,,,,,,,,,,,"December 6, 2014 at 6:57am",1,,
"Margie Bacha hay d pa nga naka2 ah0n ang mga yolanda victims d2 sa tclobn, ito nanaman tayo!,, pero atlest n22 na kami, ngay0n lahat nakahanda ka, , kailangan d2 active ang pag i!cp sa lahat ng bgay, para mas i am ready, and samahan ng malakas na pananampalataya sa diyos, dasal lang, alam ko pinaki2nggan nya tayo, always have faith in god,!5 · December 4, 2014 at 10:17am",,,,,,,,,,1,,,,,,,,,,,,,,"December 4, 2014 at 10:17am",5,,
"Mengz Estolano I do hope and pray kumaliwa pa punta ng laot or Japan! Amen4 · December 4, 2014 at 8:27am",,,1,,,,,,,,,,,,,,,,,,,,,"December 4, 2014 at 8:27am",4,,
"Alemer Bonje Otida Keep praying guys3 · December 4, 2014 at 9:26am",,,,,,,,,,1,,,,,,,,,,,,,,"December 4, 2014 at 9:26am",3,,
"Marites Servandel Perida In Jesus name !! prayer is powerful ....2 · December 4, 2014 at 9:31am",,,,,,,,,,1,,,,,,,,,,,,,,"December 4, 2014 at 9:31am",2,,
"Noel Salvan Baking po iba path ng typhoon ng PAGASA compared sa report ng ibang Banda? http://tropic.ssec.wisc.edu2 · December 4, 2014 at 8:46am",,,,1,,,,,,,,,,,,,,,,,,,,"December 4, 2014 at 8:46am",2,,
"Tessie Banias Nakakalito..well just wait for the next up date.2 · December 4, 2014 at 8:26am",,,1,,,,,,,,,,,,,,,,,,,,,"December 4, 2014 at 8:26am",2,,
"Martin Erickson not good!!2 · December 4, 2014 at 7:39am",,,,1,,,,,,,,,,,,,,,,,,,,"December 4, 2014 at 7:39am",2,,
"Zag Xad ito ang latest...dito muna mag focus...1 · December 4, 2014 at 8:02am",,,,,,,,,,,,,1,,,,,,,,,,,"December 4, 2014 at 8:02am",1,,
"Sarah Sarsuelo Amigo By tuesday rubi is in manila..www.pacific disaster center for more accurate info and data3 · December 4, 2014 at 8:37am",,,,,,,,,,,,1,,,,,,,,,,,," December 4, 2014 at 8:37am",3,,
"Juressa Barredo lahat po tyo. ay magdsal.para po sa ating lahat na nawa po malusaw ang
 bagyo o lumihis po ang bagyo amen.December 5, 2014 at 4:52am",,,,,,,,,,1,,,,,,,,,,,,,,"December 5, 2014 at 4:52am",,,
"Elvira Beato Spare us O Lord in the mighty name of Jesus AmenDecember 5, 2014 at 4:41am",,,,,,,,,,1,,,,,,,,,,,,,,"December 5, 2014 at 4:41am",,,
"Jose Erwin Sicat Cabasal i know.. nCR ang ttmaanDecember 5, 2014 at 1:06am",,,,,,,,,,,,1,,,,,,,,,,,,"December 5, 2014 at 1:06am",,,
"Brian James Osic Legaspi keep praying guyz.December 5, 2014 at 12:48am",,,,,,,,,,1,,,,,,,,,,,,,,"December 5, 2014 at 12:48am",,,
"Joseph Prado Dalumpines In Jesus name, prayer is powerful! Amen.December 5, 2014 at 12:11am",,,,,,,,,,1,,,,,,,,,,,,,,"December 5, 2014 at 12:11am",,,
"Joseph Prado Dalumpines In Jesus name, prayer is powerful. Amen!December 5, 2014 at 12:10am",,,,,,,,,,1,,,,,,,,,,,,,,"December 5, 2014 at 12:10am",,,
"Cristobal Simbre .,.kay GOD lang po natin ipag katiwala ang lahat.December 4, 2014 at 7:50pm",,,,,,,1,,,,,,,,,,,,,,,,,"December 4, 2014 at 7:50pm",,,
"Veane Icell Arevalo maigu and iligan?December 4, 2014 at 7:42pm",,,,,,,,,,,,,1,,,,,,,,,,,"December 4, 2014 at 7:42pm",,,
"Ken Aquino HahahahDecember 4, 2014 at 6:02pm",,,,,,,,,,,,,,,,,,,,,,,,"December 4, 2014 at 6:02pm",,,
"Jona Alvarado Cruz Prayer at laging handa!guy'sDecember 4, 2014 at 5:54pm",,,,,,,,,,,,,,,,,,1,,,,,,"December 4, 2014 at 5:54pm",,,
"Jerico Ona Mendoza Chris Angeli AlcarazDecember 4, 2014 at 3:27pm",,,,,,,,,,,,,,,,1,,,,,,,,"December 4, 2014 at 3:27pm",,,
"Ramon Villamor Stay safe Ilonggos.December 4, 2014 at 2:19pm",,,,,,,,,,,,,,,,1,,1,,,,,,"December 4, 2014 at 2:19pm",,,
"Robyn Joy Jones Batten down Stay safe my new fb friendDecember 4, 2014 at 1:54pm",,,,,,,,,,,,,,,,,,1,,,,,,"ecember 4, 2014 at 1:54pm",,,
"Lamich Mina Nkktkt tlga iniicp q plngDecember 4, 2014 at 1:00pm",,,,,,1,,,,,,,,,,,,,,,,,,"December 4, 2014 at 1:00pm",,,
"Renan Escoto Pray and prepareDecember 4, 2014 at 12:09pm",,,,,,,,,,1,,,,,,,,1,,,,,,"December 4, 2014 at 12:09pm",,,
"Ouchie De Leon ,,""_-"".,wag lNg tau magEng kampAnte!.,keLANgan ""i_M_reaDy"" tAuNg lahAt!.,
December 4, 2014 at 11:11am",,,,,,,,,,,,,,,,,,1,,,,,,,,,
"Ralph Palomar Sheila Love Orange path of Ruby. Layo mn sya sa gigantes ah...December 4, 2014 at 10:42am",,,,,,,,,,,,,,,,1,,,,,,,,"December 4, 2014 at 11:11am",,,
"Jonathan TomaleBut the good question is...Sino ang Mas tama JMA ng Japan or JTWC ng amerika.
 Pareho kasing gumagamit yan ng Pinakamakabagong teknolohiya o yung tinatawag na super Computers....sabi ni Mangtani, sa 2 Dekada nyang pagiging meteorologist. First Time nyan...See MoreDecember 4, 2014 at 10:36am · Edited",,,,,,,,,,,,,,,,,,,1,,,,,"December 4, 2014 at 10:36am",,,
"Dyannara Norma Casia Karl Joseph ToledoDecember 4, 2014 at 9:16am",,,,,,,,,,,,,,,,1,,,,,,,,"December 4, 2014 at 9:16am",,,
"Maiko L Diras tiwala lang kay god d tayo pababayaan nia.. at mag pray lang tayo.December 4, 2014 at 9:13am",,,,,,,,,,1,,,,,,,,,,,,,,"December 4, 2014 at 9:13am",,,
"Aninjean Coy Amanz anu ba talaga?December 4, 2014 at 8:53am",,,,1,,,,,,,,,,,,,,,,,,,,"December 4, 2014 at 8:53am",,,
"Nico Muñasque Toring hmm. naleto akoDecember 4, 2014 at 8:50am",,,,1,,,,,,,,,,,,,,,,,,,,"December 4, 2014 at 8:50am",,,
"Ney Tan Arci its bad m0rning her in n0rthern cebu ramdam na po ang hanging dala ni ruby?
December 4, 2014 at 8:44am",,,,,,,,,,,,1,1,,,,,,,,,,,"December 4, 2014 at 8:44am",,,
"Hientje Rademaker Lud Eduard Peralta Genesis Andrada Tiangson wala nakalapak mayo sa medyas
December 4, 2014 at 8:26am",,,,,,,,,,,,,,,,1,,,,,,,,"December 4, 2014 at 8:26am",,,
"Erick V Aguilar sentro nanman ang coron palawan frown emoticonDecember 4, 2014 at 8:00am",,,,,,,,,,,,1,,,,,,,,,,,,"December 4, 2014 at 8:00am",,,
"Ginalyn Mambil Mangi Second sinaryo lng po unDecember 4, 2014 at 7:52am",,,,,,,,,,,,1,,,,,,,,,,,,"December 4, 2014 at 7:52am",,,
"Paul Gerard Abesamis joint or pag asa .. sino ang tama?December 4, 2014 at 7:48am",,,,,,,,,,,,,1,,,,,,,,,,,"December 4, 2014 at 7:48am",,,
"Karren Caayao Michael Tisoy CaayaoDecember 4, 2014 at 7:44am",,,,,,,,,,,,,,,,1,,,,,,,,"December 4, 2014 at 7:44am",,,
"Princess Kriszeen Pascual Be prepared, stay safe, and don't forget toPRAY.December 4, 2014 at 7:40am",,,,,,,,,,1,,,,,,,,1,,,,,,"December 4, 2014 at 7:40am",,,
"Sarah Sarsuelo Amigo Guys i donot know huh..but d pacific disaster center..it heading to luzon towards manila.
bypassing samar towards bicolwith gust of winds of 333kph gust of winds..2 · December 4, 2014 at 8:37am",,,,,,,,,,,,1,,,,,,,,,,,,"December 4, 2014 at 8:37am",2,,
"Jaypee Chancey Website po?1 · December 4, 2014 at 9:05am",,,,,,,,,,,,,,,,,,,,,,,,"December 4, 2014 at 9:05am",,,
"Sarah Sarsuelo Amigo Www.pacific disaster center...December 4, 2014 at 9:16am",,,,,,,,,,,,1,,,,,,,,,,,,"December 4, 2014 at 9:16am",,,
"Sarah Sarsuelo Amigo Ds site much accurate in trackin storm than our dost_pagasa…
December 4, 2014 at 9:17am",,,,,,,,,,,,1,,,,,,,,,,,,,,,
"Jhenn Maranan Jes Marion Dee ano tuloy?1 · December 4, 2014 at 7:48am",,,,1,,,,,,,,,,,,,,,,,,,,"December 4, 2014 at 9:17am",1,,
"Sarah Sarsuelo Amigo Its free application on android n ois....pacific disaster center on playstore1 · 
December 4, 2014 at 9:22am",,,,,,,,,,,,1,,,,,,,,,,,,"
December 4, 2014 at 9:22am",1,,
"Sarah Sarsuelo Amigo Guys..visit ds site.www.pacific disaster center for correct data n track of rubi..its headin
 towards manila by tuesday.be safe1 · December 4, 2014 at 9:19am",,,,,,,,,,,,1,,,,,,,,,,,,"December 4, 2014 at 9:19am",1,,
"Edda Billones Lé Croix RichéDecember 4, 2014 at 7:48am",,,,,,,,,,,,,,,,1,,,,,,,,"December 4, 2014 at 7:48am",,,
"Alexis Albao The name Jesus has no power because it was just invented by King James in his biblical version.
 Seek for the original name of Christ, which is not English.December 4, 2014 at 5:57pm",,,,,,,,,,,1,,,,,,,,,,,,,"December 4, 2014 at 5:57pm",,,
"Yya Ppy Psalms 83:182 · December 5, 2014 at 6:21am",,,,,,,1,,,,,,,,,,,,,,,,,"December 5, 2014 at 6:21am",,,
"???????? ???????? di n lilihis iyan. expect the wors
tDecember 4, 2014 at 12:45pm",,,,,,,,,,,,,,,,,,1,,,,,,"December 4, 2014 at 12:45pm",,,
,0,0,5,5,1,1,8,0,0,18,2,16,5,0,0,7,0,9,2,0,0,0,0,0,110,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emotion,12,,,,,,,,,,,,,,,,,,,,,,,,,,
Religion,28,,,,,,,,,,,,,,,,,,,,,,,,,,
Info,21,,,,,,,,,,,,,,,,,,,,,,,,,,
Thanks PAGASA,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Family,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Safety,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Science,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Government,0,,,,,,,,,,,,,,,,,,,,,,,,,,
