Comment,Happy,Thankful,Hopeful ,Sad,Angry,Scared,Thanks/Praise God,Punishment from God,Angry at God,Let's Pray/Amen,Against Religion,Giving Info,Asking for Info,Thanks PAGASA,BOO Pagasa,Family/Relatives,Filipinos,Safety,Approving Science,Against Science,WOO Gov Efforts,BOO Gov Efforts,Name,Date (Dec 2014),Likes,Tagging,Against Other's Comments
"Gio C Linsangan Dahil d2 as bgyo nkita ntin ang pagging Alerto at handa sa bagyo at dito rin nakita ang malasakitan at tunay na diwa ng pasko! 9 · December 5, 2014 at 8:04am",1,,,,,,,,,,,,,,,,,1,,,,,,"December 5, 2014 at 8:04am",9,,
"Julie Ann Inoc ""Be strong,be brave. Do not be afraid for Lord your God is with you wherever you go."" -Joshua 1:9 ...See More 8 · December 5, 2014 at 8:58am",,,,,,,,,,1,,,,,,,,,,,,,," December 5, 2014 at 8:58am",8,,
"Jared Hermogenes Ang JTWC forecast parameter (i.e wind) ay dapat HINDI DAPAT kinukumpara dahil HINDI sya member ng WMO at sila ay Private entity... at hindi sumusunod alinsunod sa standard na lakas hangin na ginagamit ng lahat na WMO members kasama ang JMA, PAGASA, HKO,CMC, KMA etc which is 10-min average wind speed samantalang JTWC ay 1-min average wind speed. kung ikukumpara man dapat PAGASA,JMA=JTWC(0.88). 7 · December 5, 2014 at 8:27am",,,,,,,,,,,,1,,,,,,,,,,,,"December 5, 2014 at 8:27am",7,,
"Alex Santos pray lang po ng pray wagtitigil po mga kababayan, ipagdasal natin na humina pa sya! in Jesus name hihina si ruby AMEN. 6 · December 5, 2014 at 11:10am",,,,,,,,,,1,,,,,,,,,,,,,," December 5, 2014 at 11:10am",6,,
"Shiela Mesa Sna po iligtas muh po lord family ko sa msbte. 6 · December 5, 2014 at 7:47am",,,,,,,,,,1,,,,,,,,,,,,,,"December 5, 2014 at 7:47am",6,,
"Roy Jasper Badillo Sana di na dumaan sa metro manila. 6 · December 5, 2014 at 7:47am",,,1,,,,,,,,,,,,,,,,,,,,,"December 5, 2014 at 7:47am",6,,
"Marlon Del Pilar Rafols As book of revelations is now preveled,..""harvest the east crop,..""without damaging 1/3 of the land,....""let them know that my presence is here,....""i will come through from the east,... 19 · December 5, 2014 at 7:56am",,,,,,,,,,1,,,,,,,,,,,,,,"December 5, 2014 at 7:56am",19,,
"Kamil Karla Lopez tiwala lng poh kay god,..buti napahina nya bagyo, ang sbi poh kc mapayolanda dba ang lakas nun,..dahil poh s mga dasal ntin bahagyang napahina ang bagyo, it means khit papaano npapakinggan p dn tau n god,..sana patuloy lng poh ang pagpray para tuluyan ...See More 5 · December 5, 2014 at 8:26am",,,,,,,,,,1,,,,,,,,,,,,,," December 5, 2014 at 8:26am",5,,
"Nie L. Gan sana matalo sya ng hanging amihan. hihina sya. 5 · December 5, 2014 at 8:10am",,,1,,,,,,,,,,,,,,,,,,,,," December 5, 2014 at 8:10am",5,,
"Alex Santos AMEN! December 5, 2014 at 10:47am",,,,,,,,,,1,,,,,,,,,,,,,,"December 5, 2014 at 10:47am",,,
"Kennito Merto sana pom hindi sya dumaan ng quezon province? December 5, 2014 at 9:05pm",,,1,,,,,,,,,,,,,,,,,,,,,"December 5, 2014 at 9:05pm",,,
"Jose Jr Abrero Costales Kaya tayo binabagyo ng ganyan kalalakas,dahil sa mga taong sukdulan na ang kasamaan..nakalimutan na ng iba na mayroon tayong Ama sa itaas na tumitingin sa bawat hakbang na ating gagawin..kaya pag nagkakamali tayo,pinarurusahan Nya tayo.. 4 · December 5, 2014 at 1:49pm",,,,,,,,1,,,,,,,,,,,,,,,,"December 5, 2014 at 1:49pm",4,,
"Edgar Ablaza as of now medyo nagparamdam na c ruby dito sa ALBAY... prayer lang sandata natin jan para tuluyang humina c ruby... Gods name<3 8 · December 5, 2014 at 8:13am",,,,,,,,,,1,,1,,,,,,,,,,,," December 5, 2014 at 8:13am",8,,
"Alex Santos AMEN! lord Jesus pahinain nyo po si bagyong ruby, AMEN! 2 · December 5, 2014 at 10:46am",,,,,,,,,,1,,,,,,,,,,,,,,"December 5, 2014 at 10:46am",2,,
"Hamed Khalili Ya Allah Protect Nd Save Phillipine Nd Mostly My Loves One 3 · December 5, 2014 at 9:49am",,,,,,,,,,1,,,,,,1,,,,,,,,"December 5, 2014 at 9:49am",3,,
"Jane Calzado ingat poh taung lahat...lalo na ung mga kbabayan ntin sa parting visayas...always pray lng poh.  3 · December 5, 2014 at 8:56am",,,,,,,,,,1,,,,,,,,1,,,,,,"December 5, 2014 at 8:56am",3,,
"Mercy Fermo BAlmes God please protect us. takot man ako dhl d p rin kmi nkarecover s glenda but with YOU, my LORD I trust. save us special those afffective provinces.may this typhoon will b gone and disappear immediately. I pray... 3 · December 5, 2014 at 8:31am",,,,,,,,,,1,,,,,,,,,,,,,,"December 5, 2014 at 8:31am",3,,
"Alex Santos AMEN December 5, 2014 at 11:02am",,,,,,,,,,1,,,,,,,,,,,,,,"December 5, 2014 at 11:02am",,,
"Karina Terry Caberte Notarte sana humina yan pag mag landfall 7 · December 5, 2014 at 7:43am",,,1,,,,,,,,,,,,,,,,,,,,," December 5, 2014 at 7:43am",7,,
"Alex Santos In Jesus name Amen! 1 · December 5, 2014 at 10:49am",,,,,,,,,,1,,,,,,,,,,,,,," December 5, 2014 at 10:49am",1,,
"Ginalyn Lasco Faith for God. God is always there for us. Keep praying .. 6 · December 5, 2014 at 7:52am",,,,,,,,,,1,,,,,,,,,,,,,,"December 5, 2014 at 7:52am",6,,
"Girlie Biasbas ( UTUS....DEUS....AM.. ) .+. http://utos.altervista.org/UTOS/TAGALOG.html...See More 11 · December 5, 2014 at 12:05pm",,,,,,,,,,1,,,,,,,,,,,,,,"December 5, 2014 at 12:05pm",11,,
"Gary C. Rose God is in Control ! Just trust God ! we are praying ! 2 · December 5, 2014 at 3:40pm",,,,,,,,,,1,,,,,,,,,,,,,,"December 5, 2014 at 3:40pm",2,,
"Lena Salvatierra ang bagyo ay hindi parusa, natural po yan. ngkasala man o hindi pareho pong nasisikatan ng araw. a typhoon or a trial is not a punishment po kc bad people are everywhere and good people are everywhere 2 smile emoticon 2 · December 5, 2014 at 2:56pm",,,,,,,,,,,,1,,,,,,,,,,,,"December 5, 2014 at 2:56pm",2,,
"Jason Ando YES AMEN ! faitfull lang tayo kay GOD tax di tayo dapat mataranta bec. GOD is powerful nakaya nga nyang pahintuin yong waves at malaking alon nung andon c'la barko ,kaya din ya itong pahintoin nang mabilisan. ang atin lang ngayon ay mag pray at maniwala xa may kapal at dapat di tayo mag over woried calmdawn lang tayo katulad nang gnawa ni GOD.;))  GOD BLESS US ALL 2 · December 5, 2014 at 1:45pm",,,,,,,,,,1,,,,,,,,,,,,,,"December 5, 2014 at 1:45pm",2,,
"IHazel Cioco Sabay Lord Jesus please save all may kabanayan sa pinas specially my families... Have mercy on us. 2 · December 5, 2014 at 8:50am",,,,,,,,,,1,,,,,,1,,,,,,,," December 5, 2014 at 8:50am",2,,
"Flyd Castro Sana included na ang maximum sustained wind sa hourly/ regular updates. 2 · December 5, 2014 at 8:41am",,,,,,,,,,,,,1,,,,,,,,,,,"December 5, 2014 at 8:41am",2,,
"Almerah Cosain in the name of allah,iligtas nyo po ang lahat,iligtas nyo ang pilipinas.ipalihis nyo po c ruby dios ko. 2 · December 5, 2014 at 8:26am",,,,,,,,,,1,,,,,,,,,,,,,," December 5, 2014 at 8:26am",2,,
"Joirene Aucgnot Here in Bacolod city negros occ.sobrang tahimik wla ni isang ulan kahit hangin wala Hindi gumagalaw mga dahon ng halaman 2 · December 5, 2014 at 8:21am · Edited",,,,,,,,,,,,1,,,,,,,,,,,,"December 5, 2014 at 8:21am",2,,
"Rashev Angelo Villasan we'ved been experiencing a short mild wind blowing from d south here @ Leyte.., 2 · December 5, 2014 at 7:49am",,,,,,,,,,,,1,,,,,,,,,,,,"December 5, 2014 at 7:49am",2,,
"Gloria Magno Enerlan your exact location pls? December 5, 2014 at 7:51am",,,,,,,,,,,,,1,,,,,,,,,,,"December 5, 2014 at 7:51am",,,
"Plokoy R. Ancheta dito sa tacloban ramdam na ang hangin December 5, 2014 at 7:53am",,,,,,,,,,,,1,,,,,,,,,,,,"December 5, 2014 at 7:53am",,,
"Malou Genie Ingat po kaung lahat pray alwys 1 · December 5, 2014 at 8:12am",,,,,,,,,,1,,,,,,,,,,,,,," December 5, 2014 at 8:12am",1,,
"Rashev Angelo Villasan TUNGA December 5, 2014 at 8:24am",,,,,,,,,,,,,,,,,,,,,,,,"December 5, 2014 at 8:24am",,,1
"Maria Chandelier Lord, pls. protect us all. Dispel this wrath from Nature. Give us hope and peace... Amen. 2 · December 5, 2014 at 7:47am",,,,,,,,,,1,,,,,,,,,,,,,," December 5, 2014 at 7:47am",2,,
"Alex Santos AMEN 1 · December 5, 2014 at 10:51am",,,,,,,,,,1,,,,,,,,,,,,,,"December 5, 2014 at 10:51am",1,,
"Bobot Lachica jesus save us 5 · December 5, 2014 at 8:01am",,,,,,,,,,1,,,,,,,,,,,,,,"December 5, 2014 at 8:01am",5,,
"Wilson Ablania Thnks update pag-asa 1 · December 5, 2014 at 4:13pm",,,,,,,,,,,,,,1,,,,,,,,,,"December 5, 2014 at 4:13pm",1,,
"Erwin Llaneta amen 1 · December 5, 2014 at 3:28pm",,,,,,,,,,1,,,,,,,,,,,,,,"December 5, 2014 at 3:28pm",1,,
"Lena Salvatierra a trial serves as a reminder that GOD is powerful, HE is owns and controls evrything that no one can do all things except HIM. 1 · December 5, 2014 at 3:04pm",,,,,,,,,,1,,,,,,,,,,,,,,"December 5, 2014 at 3:04pm",1,,
"Novie Garnado Lacrete god bless us all. ツ 1 · December 5, 2014 at 11:21am",,,,,,,,,,1,,,,,,,,,,,,,,"December 5, 2014 at 11:21am",1,,
"Nieva Sapa Thank u pangulo.sa mga update .sana wala ng bagyo nakatakot kung gumaya sa yolanda.God Jesus christ save us. 1 · December 5, 2014 at 9:53am",,,1,,,,,,,1,,,,,,,,,,,1,,,"December 5, 2014 at 9:53am",1,,
"Jean Paolo Peñaloza Hahahahaha dito nag e Amen. HAHAHAHAHA 1 · December 5, 2014 at 9:22am",,,,,,,,,,,,,,,,,,,,,,,,"December 5, 2014 at 9:22am",1,,1
"Ferdinand Armak Bedrio Funny bah? 1 · December 5, 2014 at 9:40am",,,,,,,,,,,,,,,,,,,,,,,,"December 5, 2014 at 9:40am",1,,1
"Alex Santos people are praying for the sake of everyone and for their love ones, and you Jean Paolo Penaloza has done nothing but to laugh at a sacred word, pity on the kind of guy like you. 5 · December 5, 2014 at 11:01am",,,,,,,,,,,,,,,,,,,,,,,,"December 5, 2014 at 11:01am",5,,1
"Jonel Velez Mechelle Plasencia What kind of person are you2!!!!i am the yolanda survivor...anu dapat pagtawanan jan?or sadyang nagpapakita ka lng ng pag ka illiterate mo?? December 5, 2014 at 2:17pm · Edited",,,,,,,,,,,,,,,,,,,,,,,,"December 5, 2014 at 2:17pm",,,1
"Oliver Bernal Alicum Amen! 1 · December 5, 2014 at 9:17am",,,,,,,,,,,,,,,,,,,,,,,,"December 5, 2014 at 9:17am",1,,1
"Pearl MJ God ingatan mo ang aming mga mahal sa buhay...hwag mo sila pababayaan...Amen 1 · December 5, 2014 at 8:54am",,,,,,,,,,1,,,,,,1,,,,,,,,"December 5, 2014 at 8:54am",1,,
"Zian Zianna Antuerpia sana po tuloy tuloy na ung pag hina nya pero posible din po na humina ng husto si ruby? 1 · December 5, 2014 at 8:20am",,,1,,,,,,,,,,,,,,,,,,,,,"December 5, 2014 at 8:20am",1,,
"Alex Santos sama sama tayo sa pagdasal na tuloy tuloy ang paghina nya. AMEN! December 5, 2014 at 11:04am",,,,,,,,,,1,,,,,,,,,,,,,,"December 5, 2014 at 11:04am",,,
"Mark Angelo Drio Sa CNN napakalakas ng bagyo, Alin po ba ang tama? 1 · December 5, 2014 at 8:16am",,,,,,,,,,,,,1,,,,,,,,,,,"December 5, 2014 at 8:16am",1,,
"Nerissa Tumilap Pongase Ingat and pray all visayas 1 · December 5, 2014 at 8:14am",,,,,,,,,,1,,,,,,,,,,,,,," December 5, 2014 at 8:14am",1,,
"Andy Luib Membreve dinagat wla ulan medyo malakas na hangin 1 · December 5, 2014 at 8:09am",,,,,,,,,,,,1,,,,,,,,,,,,"December 5, 2014 at 8:09am",1,,
"Analyn Ronda Fadhel Ano po b talga ang totoo? nging super typhoon ba ulit c ruby or same prin na 195?nkka nerbyos po buti kung hndi aq buntis..wala pa kme ksma mag ina sa bahay at dito kme sa may las pinas.. 1 · December 5, 2014 at 7:54am · Edited",,,,,,,,,,,,,1,,,,,,,,,,," December 5, 2014 at 7:54am · Edited",1,,
"YuMi Shizuka Hoshi ChiHaru opo maintain daw 195 to 230 kph. December 5, 2014 at 8:38am",,,,,,,,,,,,1,,,,,,,,,,,,"December 5, 2014 at 8:38am",,,
"Analyn Ronda Fadhel Hay sna nman bumaba pa,thank u sa info December 5, 2014 at 8:49am",,,,,,,,,,,,,,1,,,,,,,,,,"December 5, 2014 at 8:49am",,,
"Diolysoy Flores Gaano naman kalakas? 1 · December 5, 2014 at 7:51am",,,,,,,,,,,,,1,,,,,,,,,,,"December 5, 2014 at 7:51am",1,,
"Art Albaño Ingt po tayo,.. 1 · December 5, 2014 at 7:50am",,,,,,,,,,,,,,,,,,1,,,,,,"December 5, 2014 at 7:50am",1,,
"Rollen Valencia Beltran dito sa aklan, umaambon at may mahinang hangin. 1 · December 5, 2014 at 7:50am",,,,,,,,,,,,1,,,,,,,,,,,,"December 5, 2014 at 7:50am",1,,
"Maria Ethyl Sepnio-Abalajon Pray lang po tayo nang pray 1 · December 5, 2014 at 7:46am",,,,,,,,,,1,,,,,,,,,,,,,,"December 5, 2014 at 7:46am",1,,
"Ryan Formaran wala kc po kmi tv kaya d nmin alam. 1 · December 5, 2014 at 7:45am",,,,,,,,,,,,,,,,,,,,,,,,"December 5, 2014 at 7:45am",1,,
"Len Gulmatico Barrogo umulan po dito s iloilo ngyun 1 · December 5, 2014 at 7:45am",,,,,,,,,,,,1,,,,,,,,,,,,"December 5, 2014 at 7:45am",1,,
"Iam Von it wont affect metro manila? 1 · December 5, 2014 at 7:44am",,,,,,,,,,,,,1,,,,,,,,,,,"December 5, 2014 at 7:44am",1,,
"Alfredo Lachenal Santos Thank you brother PNoy for sharing us this typhoon update so we can be prepared as it comes! 3 · December 5, 2014 at 8:22am",,,,,,,,,,,,,,,,,,,,,1,,,"December 5, 2014 at 8:22am",3,,
"Randy Rances Nothing is impossible with God.BELEIVE! 2 · December 5, 2014 at 5:52pm",,,,,,,,,,1,,,,,,,,,,,,,,"December 5, 2014 at 5:52pm",2,,
"Junio Seismundo Hindi po ba in-upgrade ulit sa ST ayon sa forecast ng JMA? 2 · December 5, 2014 at 7:52am",,,,,,,,,,,,,1,,,,,,,,,,,"December 5, 2014 at 7:52am",2,,
"Carmel Mari Amen December 6, 2014 at 11:46am",,,,,,,,,,1,,,,,,,,,,,,,,"December 6, 2014 at 11:46am",,,
"Donna Kerrick Prayers continue for everyone on the islands and their families December 6, 2014 at 9:35am",,,,,,,,,,1,,,,,,1,,,,,,,,"December 6, 2014 at 9:35am",,,
"Rmg Cris Blackeagle Alarcio Amen December 6, 2014 at 1:17am",,,,,,,,,,1,,,,,,,,,,,,,,"December 6, 2014 at 1:17am",,,
"Ruth Joy Peralta sana po malag pasan namen ang pag sobok n dumaten saamin ngau at magin mattap at sana humina c rubyPH kc kawawa ang 3anak q at may maliet aq anak 2month pa. December 5, 2014 at 11:32pm",,,,,,,,,,1,,,,,,1,,,,,,,," December 5, 2014 at 11:32pm",,,
"Bong Cortez Sobra na mga bagyo na yan. Di na nga nagbabayad ng tollgate, nananalasa pa. December 5, 2014 at 10:28pm",,,,,1,,,,,,,,,,,,,,,,,,,"December 5, 2014 at 10:28pm",,,
"Kennito Merto pag tama po ba ng bagyo sa kalupaan ay may tendensi pa po ba na humina yan December 5, 2014 at 9:04pm",,,,,,,,,,,,,1,,,,,,,,,,,"December 5, 2014 at 9:04pm",,,
"Vin Heaven pray lang po tayo ayan po ang ating matinding sandata pra labanan ang bagyong ruby,,tga pampanga po aq pro labis po aq ngaalala sa mga dadaanan ng bagyong ruby,. December 5, 2014 at 5:17pm",,,,,,,,,,1,,,,,,,,,,,,,,"December 5, 2014 at 5:17pm",,,
"Cristi Lieta Bautista I do not like. <shivers m' timbers> December 5, 2014 at 5:03pm",,,,,,1,,,,,,,,,,,,,,,,,,"December 5, 2014 at 5:03pm",,,
"Arrianeih Maui Lord tulongan nyo po silang makabango sa bagyong ito 1 · December 5, 2014 at 4:48pm",,,,,,,,,,1,,,,,,,,,,,,,,"December 5, 2014 at 4:48pm",1,,
"Lito Ombing Bastismo Maraming salamat sa iyo mr. prisedent December 5, 2014 at 4:47pm",,,,,,,,,,,,,,,,,,,,,1,,,"December 5, 2014 at 4:47pm",,,
"Yoo Dong Shin Ingat po tayo Manalangin po tayo para sa pagkalusaw ng bayo at para sa ating mga kababayan na mahahagupit ni #RubyPH, As Jesus says in the bible ""Peace,Be Still"".. December 5, 2014 at 1:56pm · Edited",,,,,,,,,,1,,,,,,,,,,,,,,"December 5, 2014 at 1:56pm",,,
"Ash Lee Dto po s keson mahangin ng bahagya ..mlmig n simoy nkktkot kc pasulpot sulpot pro wlng ulan December 5, 2014 at 1:46pm",,,,,,,,,,,,1,,,,,,,,,,,,"December 5, 2014 at 1:46pm",,,
"Candida Capatanjeposjayectintare Esto Thanks be to God's unfailing love: He answered our prayers. December 5, 2014 at 1:39pm",,,,,,,1,,,,,,,,,,,,,,,,,"December 5, 2014 at 1:39pm",,,
"Perona Dennis ...update pls.... December 5, 2014 at 1:34pm · Edited",,,,,,,,,,,,,1,,,,,,,,,,,"December 5, 2014 at 1:34pm",,,
"Joan Arc More than 5am na poh wala pa kayo update marami po naghi2ntay sa updates nyo pls give us update na poh December 5, 2014 at 1:30pm",,,,,,,,,,,,,1,,,,,,,,,,,"December 5, 2014 at 1:30pm",,,
"Suk Kie Sana mag announce na po ng suspension ng klase December 5, 2014 at 12:55pm",,,,,,,,,,,,,1,,,,,,,,,,,"December 5, 2014 at 12:55pm",,,
"Ghina Novela Ano anong mga lugar poh kaya dto sa manila ang matatmaan.... December 5, 2014 at 12:49pm",,,,,,,,,,,,,1,,,,,,,,,,,"December 5, 2014 at 12:49pm",,,
"Jeffrey Mark Ycoy Sabenorio Tuwang tuwa na nmn ang mga buwaya sa gobyerno December 5, 2014 at 11:02am",,,,,,,,,,,,,,,,,,,,,,1,," December 5, 2014 at 11:02am",,,
"Rose Jane Lopez Amen po December 5, 2014 at 10:31am",,,,,,,,,,1,,,,,,,,,,,,,,"December 5, 2014 at 10:31am",,,
"Suzy Eula Park Update po pls December 5, 2014 at 10:23am",,,,,,,,,,,,,1,,,,,,,,,,,"December 5, 2014 at 10:23am",,,
"Aiah A. Ignacio Keepsafe everyone! December 5, 2014 at 9:47am",,,,,,,,,,,,,,,,,,1,,,,,,"December 5, 2014 at 9:47am",,,
"Mary Jehzel Mancao Moscosa Jefferson Juguilon December 5, 2014 at 9:41am",,,,,,,,,,,,,,,,,,,,,,,,"December 5, 2014 at 9:41am",,1,
"Kingly Lagunero Reyes Neil Adrian Calmona December 5, 2014 at 9:35am",,,,,,,,,,,,,,,,,,,,,,,,"December 5, 2014 at 9:35am",,1,
"Izza Ly Andrew HồSee Translation December 5, 2014 at 9:13am",,,,,,,,,,,,,,,,,,,,,,,,"December 5, 2014 at 9:13am",,1,
"Mayeth Murillo Melicado Omg!!! ibig po ba sabihin mabagal po ba ung takbo ng bagyo? December 5, 2014 at 9:02am",,,,,,,,,,,,,1,,,,,,,,,,,"December 5, 2014 at 9:02am",,,
"Sirichard Dela Cruz 10kph po December 5, 2014 at 9:15am",,,,,,,,,,,,1,,,,,,,,,,,,"December 5, 2014 at 9:15am",,,
"Kristine Paras Naglakad nalang ata ang bagyo ang bagal nia 10kph nalang tas malakas pa grabe epekto nito sa mga madaanang mga lugar December 5, 2014 at 1:45pm",,,,1,,,,,,,,1,,,,,,,,,,,,"December 5, 2014 at 1:45pm",,,
"Marie Louise Go Farina Conchita Go-Remo Clai Clai December 5, 2014 at 8:52am",,,,,,,,,,,,,,,,,,,,,,,,"December 5, 2014 at 8:52am",,1,
"Marivic Babac It starts to rain again! December 5, 2014 at 8:27am",,,,,,,,,,,,1,,,,,,,,,,,,"December 5, 2014 at 8:27am",,,
"Carla Pido akala ko ba hindi na violent yan at humina na? December 5, 2014 at 8:21am",,,,,,,,,,,,,1,,,,,,,,,,," December 5, 2014 at 8:21am",,,
"Jay Jay from 200plus kph down to 195kph po. malakas pa rin xa December 5, 2014 at 8:32am",,,,,,,,,,,,1,,,,,,,,,,,," December 5, 2014 at 8:32am",,,
"Dodz Cornetes Magsipag balot na kayu jan sa mga lugar na matatamaan or gumawa na kayo ng paraan.wagkayong patanga tanga jan.ang isipin po ninyo na hindi na mauulit ang mga naka raan.wag dasal lang ng dasal dahil ayun sa nasulat ay mangyari ang dapat mangyari. December 5, 2014 at 8:17am",,,,,,,,,,,,,,,,,,1,,,,,," December 5, 2014 at 8:17am",,,
"Nerissa Tumilap Pongase DOST-pag-asa meron po ba flight bukas manila to davao December 5, 2014 at 8:12am",,,,,,,,,,,,,1,,,,,,,,,,,"December 5, 2014 at 8:12am",,,
"Gilb-Earth T. King Tropical cyclone b?or super typhoon?at 10kph,
 ang bgal tlga nun 
December 5, 2014 at 8:10am",,,,,,,,,,,,,1,,,,,,,,,,,"December 5, 2014 at 8:10am",,,
"Jossel Gelantaga-an Strong wind and rain is starting here in negros Occidental. December 5, 2014 at 8:07am",,,,,,,,,,,,1,,,,,,,,,,,,"December 5, 2014 at 8:07am",,,
"Ryan Zendy Solon Paner Lumakas ulit? December 5, 2014 at 7:56am",,,,,,,,,,,,,1,,,,,,,,,,,"December 5, 2014 at 7:56am",,,
"Ian Koo @weng December 5, 2014 at 7:54am",,,,,,,,,,,,,,,,,,,,,,,," December 5, 2014 at 7:54am",,1,
"Chris Gadon Acenas Wag nmn umexit dito sa mindoro ! 
Please December 5, 2014 at 7:53am",,,1,,,,,,,,,,,,,,,,,,,,,"December 5, 2014 at 7:53am",,,
"Len Gulmatico Barrogo umulan dto s amin s iloilo ngyun 
December 5, 2014 at 7:50am",,,,,,,,,,,,1,,,,,,,,,,,,"December 5, 2014 at 7:50am",,,
"Mylyn Jayme-Dioneza Starting to rain here at Ajuy Iloilo 
December 5, 2014 at 7:49am",,,,,,,,,,,,1,,,,,,,,,,,,"December 5, 2014 at 7:49am",,,
"Humprey Cogay Lumakas ulit frown emoticon http://www.weather.com
/.../super-typhoon-hagupit-ruby…
 December 5, 2014 at 7:48am",,,,,1,,,,,,,,,,,,,,,,,,,"December 5, 2014 at 7:48am",,,
"Tj Rodji Dela Cruz ano pong eta ng bagyong #RubyPh sa Panay/Iloilo? December 5, 2014 at 7:48am",,,,,,,,,,,,,1,,,,,,,,,,,"December 5, 2014 at 7:48am",,,
"John Kentauros Dec. 7 po yata E. T. A jan.. December 5, 2014 at 7:54am",,,,,,,,,,,,1,,,,,,,,,,,,"December 5, 2014 at 7:54am",,,
"Tj Rodji Dela Cruz morning or afternoon? December 5, 2014 at 7:55am",,,,,,,,,,,,,1,,,,,,,,,,,"December 5, 2014 at 7:55am",,,
"Julie Dayang maraming salamat po for keeping us updated 
December 5, 2014 at 7:47am",,,,,,,,,,,,,,1,,,,,,,,,,"December 5, 2014 at 7:47am",,,
"Maria Cristina Asuncion Eleanor Oborro December 5, 2014 at 7:46am",,,,,,,,,,,,,,,,,,,,,,,,"December 5, 2014 at 7:46am",,1,
"Ryan Formaran hanggang anong signal po bah??? December 5, 2014 at 7:44am",,,,,,,,,,,,,1,,,,,,,,,,,"December 5, 2014 at 7:44am",,,
"Alex Santos up to 4 December 5, 2014 at 11:07am",,,,,,,,,,,,1,,,,,,,,,,,," December 5, 2014 at 11:07am",,,
"Mark Eleazar Dorig Feliciano dpo gumagana ang sateliite animation. paki ayos po thanks. December 5, 2014 at 7:41am",,,,,,,,,,,,,,,1,,,,,,,,,"December 5, 2014 at 7:41am",,,
"May Marie Zamora Diño Siargao..strong rain at hangin..as of now
 1 · December 5, 2014 at 7:53am",,,,,,,,,,,,1,,,,,,,,,,,,"December 5, 2014 at 7:53am",1,,
"May Marie Zamora Diño Traydor n bagyo.knina mahina na ngaun 
supertyphoon n nMn
 1 · December 5, 2014 at 7:51am",,,,,1,,,,,,,,,,,,,,,,,,,"December 5, 2014 at 7:51am",1,,
